insured name,insured address,country of incorporation,business_description,risk_type,broker _contact,class_of_business,submission_date,claims_frequency,Largest_single_loss,incurred_Loss,Ultimate_Premium,Loss_Ratio,TIV
Everest Industries Ltd,"221 Business Park, City_7, UK",Singapore,Manufacturing,General Liability,Marsh Ltd,Products Liability,13-02-2026,1,2203781,2696385,8834814,0.3052,252613980
Sterling Energy Services Ltd,"103 Business Park, City_33, UK",France,Retail & Distribution,Industrial All Risks,WTW London,Casualty,24-02-2026,4,292328,3234956,13160930,0.2458,520720595
Greenfield Holdings Ltd,"134 Business Park, City_181, UK",Germany,Oil & Gas Services,Products Liability,Lockton Companies,Marine,12-01-2026,4,1985116,3099967,5969511,0.5193,1304635789
Sterling Group PLC,"135 Business Park, City_47, UK",United States,Retail & Distribution,General Liability,BMS Group,Marine,20-03-2026,2,205819,1066870,1469518,0.726,570734230
Trinity Energy Services Ltd,"116 Business Park, City_30, UK",United Kingdom,Food Processing,General Liability,Lockton Companies,Financial Lines,24-03-2026,3,3488253,3666452,4432365,0.8272,322156741
Trinity Energy Services Ltd,"74 Business Park, City_15, UK",France,Retail & Distribution,Industrial All Risks,Marsh Ltd,Property Damage & BI,31-01-2026,3,165777,2622440,10180282,0.2576,808901660
Redwood Logistics Ltd,"110 Business Park, City_161, UK",France,Manufacturing,Energy Offshore,Howden UK,Energy,19-03-2026,0,121653,187413,1883552,0.0995,17873484
Redwood Foods Ltd,"100 Business Park, City_56, UK",Netherlands,Marine Shipping,Energy Offshore,Marsh Ltd,Energy,08-02-2026,3,579252,2747250,8432321,0.3258,704137784
Northbridge Engineering Ltd,"192 Business Park, City_82, UK",United Kingdom,Financial Advisory,General Liability,Lockton Companies,Property Damage & BI,13-02-2026,2,718993,7672609,12172948,0.6303,376693787
Everest Holdings Ltd,"126 Business Park, City_191, UK",Netherlands,Financial Advisory,Professional Indemnity,WTW London,Casualty,14-03-2026,1,202315,486545,4770052,0.102,1261789663
Silverstone Foods Ltd,"106 Business Park, City_59, UK",United Kingdom,Marine Shipping,Marine Hull,WTW London,Casualty,16-01-2026,1,8630698,10896156,11476887,0.9494,1130155123
Atlantic Group PLC,"241 Business Park, City_16, UK",Germany,Food Processing,Energy Offshore,Aon UK Ltd,Energy,16-03-2026,1,8217094,10090315,10834656,0.9313,1192197018
BlueWave Shipping Ltd,"18 Business Park, City_104, UK",Singapore,Retail & Distribution,Energy Offshore,BMS Group,Financial Lines,30-03-2026,3,4602106,7659985,11193899,0.6843,985040305
Sterling Logistics Ltd,"208 Business Park, City_190, UK",Singapore,Construction Contractor,Products Liability,Howden UK,Marine,30-01-2026,3,3195900,4297262,4529155,0.9488,916992674
Northbridge Engineering Ltd,"144 Business Park, City_38, UK",France,Financial Advisory,Marine Hull,Gallagher London,Energy,24-02-2026,6,229141,533716,8622235,0.0619,191044802
Atlantic Foods Ltd,"209 Business Park, City_127, UK",France,Oil & Gas Services,Products Liability,BMS Group,Property Damage & BI,25-01-2026,4,335995,1399540,4682304,0.2989,288203932
Atlantic Technologies Ltd,"56 Business Park, City_176, UK",Netherlands,Electronics Manufacturing,Industrial All Risks,Gallagher London,Energy,01-01-2026,6,239603,408256,4496217,0.0908,653711501
BlueWave Logistics Ltd,"41 Business Park, City_102, UK",United Kingdom,Retail & Distribution,Industrial All Risks,Aon UK Ltd,Casualty,15-01-2026,1,315802,408870,2713143,0.1507,903181332
Greenfield Group PLC,"214 Business Park, City_78, UK",United States,Marine Shipping,Products Liability,Howden UK,Financial Lines,12-03-2026,5,590227,2294655,5007978,0.4582,360357233
Harbour Logistics Ltd,"232 Business Park, City_11, UK",Germany,Financial Advisory,Marine Hull,Aon UK Ltd,Casualty,08-02-2026,6,5300715,5343283,7559824,0.7068,948735366
Highland Industries Ltd,"101 Business Park, City_47, UK",Netherlands,Oil & Gas Services,General Liability,WTW London,Casualty,26-02-2026,4,1437404,4683282,5369505,0.8722,1466587750
Northbridge Logistics Ltd,"108 Business Park, City_170, UK",Germany,Construction Contractor,Energy Offshore,Aon UK Ltd,Products Liability,27-02-2026,3,514471,2334553,5696811,0.4098,384084946
Trinity Energy Services Ltd,"238 Business Park, City_125, UK",France,Electronics Manufacturing,Marine Hull,Marsh Ltd,Casualty,06-03-2026,2,227682,1321739,6021593,0.2195,351967121
Trinity Engineering Ltd,"40 Business Park, City_48, UK",Germany,Oil & Gas Services,Industrial All Risks,Aon UK Ltd,Property Damage & BI,23-02-2026,0,301019,557285,1072115,0.5198,1437205773
Sterling Technologies Ltd,"98 Business Park, City_2, UK",Netherlands,Financial Advisory,Industrial All Risks,Gallagher London,Products Liability,15-03-2026,0,138485,179825,1010258,0.178,899455432
Redwood Capital Partners Ltd,"147 Business Park, City_63, UK",United States,Electronics Manufacturing,Marine Hull,WTW London,Products Liability,11-02-2026,5,151869,829502,1174766,0.7061,232997163
Atlantic Engineering Ltd,"130 Business Park, City_114, UK",United States,Manufacturing,Energy Offshore,Gallagher London,Energy,18-02-2026,4,37366,4118999,10637911,0.3872,1240291665
BlueWave Foods Ltd,"223 Business Park, City_161, UK",Singapore,Construction Contractor,Products Liability,Marsh Ltd,Financial Lines,28-01-2026,2,1021761,6099467,8780002,0.6947,1372837818
Redwood Shipping Ltd,"89 Business Park, City_112, UK",Germany,Oil & Gas Services,Professional Indemnity,Marsh Ltd,Products Liability,12-02-2026,1,42793,60156,718713,0.0837,1463370143
Crown Holdings Ltd,"209 Business Park, City_192, UK",Singapore,Marine Shipping,Industrial All Risks,BMS Group,Marine,30-03-2026,4,2772406,6767799,12507483,0.5411,1397891906
Crown Shipping Ltd,"59 Business Park, City_17, UK",Germany,Construction Contractor,Industrial All Risks,Marsh Ltd,Products Liability,20-01-2026,1,7868376,9984820,13573709,0.7356,630892939
Redwood Energy Services Ltd,"171 Business Park, City_83, UK",United Kingdom,Retail & Distribution,General Liability,Lockton Companies,Energy,06-01-2026,4,3005400,8754102,13063875,0.6701,1393814074
Atlantic Energy Services Ltd,"37 Business Park, City_10, UK",Netherlands,Marine Shipping,General Liability,Marsh Ltd,Casualty,25-01-2026,4,5298211,12236608,14092604,0.8683,1249754993
Summit Energy Services Ltd,"129 Business Park, City_33, UK",United States,Manufacturing,Products Liability,Howden UK,Financial Lines,01-04-2026,5,5842308,6311464,13664136,0.4619,155797164
Trinity Group PLC,"88 Business Park, City_97, UK",Singapore,Financial Advisory,Industrial All Risks,WTW London,Financial Lines,03-03-2026,4,1226275,2050415,2502032,0.8195,842410180
Northbridge Industries Ltd,"84 Business Park, City_65, UK",Netherlands,Electronics Manufacturing,General Liability,BMS Group,Products Liability,10-01-2026,4,2529,778776,903348,0.8621,354817332
Trinity Technologies Ltd,"13 Business Park, City_70, UK",Germany,Food Processing,Products Liability,Howden UK,Casualty,23-03-2026,0,3357819,7485314,9085222,0.8239,1189970230
Northbridge Technologies Ltd,"44 Business Park, City_33, UK",Singapore,Construction Contractor,Energy Offshore,BMS Group,Casualty,22-01-2026,0,2051725,2598392,9706360,0.2677,136917256
BlueWave Technologies Ltd,"204 Business Park, City_124, UK",Singapore,Financial Advisory,Professional Indemnity,BMS Group,Marine,16-01-2026,6,268875,1233022,6672201,0.1848,62702270
Summit Group PLC,"61 Business Park, City_196, UK",United States,Marine Shipping,Products Liability,Gallagher London,Energy,01-01-2026,5,4387568,4630421,8848503,0.5233,1050154461
Summit Energy Services Ltd,"33 Business Park, City_175, UK",Germany,Marine Shipping,Industrial All Risks,Lockton Companies,Energy,16-03-2026,2,57398,93767,179150,0.5234,727089711
Sterling Technologies Ltd,"126 Business Park, City_10, UK",Germany,Manufacturing,Energy Offshore,WTW London,Marine,31-01-2026,1,234942,8618568,12193787,0.7068,1468954099
Everest Energy Services Ltd,"221 Business Park, City_132, UK",Netherlands,Construction Contractor,Energy Offshore,Gallagher London,Financial Lines,27-01-2026,0,5489822,11705850,12708556,0.9211,1271275655
Atlantic Holdings Ltd,"211 Business Park, City_57, UK",Germany,Electronics Manufacturing,Marine Hull,Gallagher London,Property Damage & BI,13-02-2026,2,57671,2781068,3223306,0.8628,1451408442
Atlantic Shipping Ltd,"35 Business Park, City_200, UK",United Kingdom,Oil & Gas Services,General Liability,Aon UK Ltd,Marine,12-03-2026,4,1535424,1998178,4191690,0.4767,534762874
Crown Shipping Ltd,"42 Business Park, City_174, UK",United Kingdom,Construction Contractor,Professional Indemnity,BMS Group,Financial Lines,07-02-2026,2,749033,1302555,3783200,0.3443,907818306
Highland Group PLC,"6 Business Park, City_41, UK",Singapore,Electronics Manufacturing,Products Liability,Howden UK,Energy,07-02-2026,4,388665,2810474,14361138,0.1957,1073893360
Ironclad Engineering Ltd,"249 Business Park, City_68, UK",France,Retail & Distribution,Products Liability,Marsh Ltd,Financial Lines,16-03-2026,1,1214615,1357187,13100267,0.1036,336363138
Silverstone Foods Ltd,"146 Business Park, City_3, UK",Netherlands,Marine Shipping,Professional Indemnity,Howden UK,Casualty,24-02-2026,5,1120656,2447760,3513868,0.6966,1006876736
Crown Energy Services Ltd,"229 Business Park, City_167, UK",Netherlands,Food Processing,Energy Offshore,Marsh Ltd,Products Liability,20-03-2026,6,5651673,13164475,14615827,0.9007,438143358
Sterling Shipping Ltd,"167 Business Park, City_23, UK",Netherlands,Financial Advisory,General Liability,Aon UK Ltd,Marine,06-03-2026,6,115311,140947,804037,0.1753,348428582
Highland Engineering Ltd,"196 Business Park, City_188, UK",Germany,Manufacturing,Energy Offshore,Howden UK,Marine,24-03-2026,2,639346,689222,2218288,0.3107,1470642711
BlueWave Holdings Ltd,"82 Business Park, City_174, UK",United States,Retail & Distribution,Energy Offshore,Gallagher London,Products Liability,23-01-2026,4,169896,658558,4467834,0.1474,1083545187
Redwood Logistics Ltd,"171 Business Park, City_129, UK",United States,Electronics Manufacturing,Industrial All Risks,Marsh Ltd,Casualty,16-01-2026,5,1254022,2269461,7028372,0.3229,541495408
Greenfield Foods Ltd,"246 Business Park, City_110, UK",France,Retail & Distribution,Products Liability,WTW London,Marine,29-01-2026,6,752861,957396,2763049,0.3465,176640709
Trinity Shipping Ltd,"16 Business Park, City_47, UK",France,Food Processing,General Liability,Gallagher London,Energy,26-02-2026,2,3122393,5419913,9654281,0.5614,73272598
Greenfield Foods Ltd,"46 Business Park, City_32, UK",United States,Oil & Gas Services,Industrial All Risks,Lockton Companies,Energy,05-02-2026,4,155221,500323,9548149,0.0524,357856503
Sterling Engineering Ltd,"1 Business Park, City_183, UK",France,Manufacturing,Products Liability,BMS Group,Property Damage & BI,02-03-2026,4,3519788,13092661,14184899,0.923,62233273
Silverstone Shipping Ltd,"8 Business Park, City_111, UK",France,Oil & Gas Services,Products Liability,Howden UK,Property Damage & BI,18-01-2026,2,497053,1226820,4983023,0.2462,1237955609
Highland Holdings Ltd,"158 Business Park, City_79, UK",Singapore,Food Processing,Professional Indemnity,Lockton Companies,Products Liability,20-01-2026,3,434945,1030641,1129965,0.9121,397490431
Redwood Industries Ltd,"92 Business Park, City_77, UK",Singapore,Construction Contractor,Products Liability,Marsh Ltd,Energy,02-02-2026,0,112907,125259,938276,0.1335,1426225488
Highland Logistics Ltd,"46 Business Park, City_62, UK",Singapore,Food Processing,Products Liability,Aon UK Ltd,Property Damage & BI,07-01-2026,2,969484,1215554,10327563,0.1177,75327779
Oakridge Industries Ltd,"72 Business Park, City_130, UK",United Kingdom,Manufacturing,General Liability,Marsh Ltd,Marine,05-02-2026,1,1939555,5723415,7669055,0.7463,775502510
Sterling Energy Services Ltd,"176 Business Park, City_82, UK",France,Marine Shipping,Marine Hull,Lockton Companies,Property Damage & BI,01-02-2026,5,154034,5149936,5336169,0.9651,698441575
Oakridge Capital Partners Ltd,"62 Business Park, City_167, UK",United States,Oil & Gas Services,Marine Hull,WTW London,Marine,23-03-2026,0,3007861,6733306,11915247,0.5651,448618265
Silverstone Energy Services Ltd,"48 Business Park, City_72, UK",Netherlands,Manufacturing,Energy Offshore,Aon UK Ltd,Financial Lines,08-03-2026,2,1738419,4192232,6726945,0.6232,1074233094
BlueWave Group PLC,"34 Business Park, City_20, UK",Germany,Electronics Manufacturing,Professional Indemnity,BMS Group,Marine,20-03-2026,6,865076,5577808,7336326,0.7603,1487693785
Atlantic Shipping Ltd,"55 Business Park, City_138, UK",Netherlands,Construction Contractor,Marine Hull,Aon UK Ltd,Financial Lines,24-02-2026,5,2296383,2601368,11315218,0.2299,101125187
Oakridge Group PLC,"40 Business Park, City_176, UK",Germany,Construction Contractor,Energy Offshore,WTW London,Property Damage & BI,15-02-2026,1,2743158,3986525,11204400,0.3558,322138812
Summit Energy Services Ltd,"90 Business Park, City_12, UK",Netherlands,Retail & Distribution,Energy Offshore,Howden UK,Property Damage & BI,03-02-2026,2,30160,101696,197930,0.5138,105110068
Harbour Shipping Ltd,"93 Business Park, City_119, UK",United States,Oil & Gas Services,Industrial All Risks,Howden UK,Marine,18-02-2026,3,705089,1389577,5263552,0.264,924638681
Atlantic Engineering Ltd,"58 Business Park, City_42, UK",United States,Construction Contractor,Marine Hull,Howden UK,Financial Lines,04-01-2026,2,285736,798396,2257269,0.3537,832862697
Trinity Foods Ltd,"91 Business Park, City_167, UK",United States,Construction Contractor,Energy Offshore,Aon UK Ltd,Financial Lines,19-01-2026,2,715945,8182105,9916502,0.8251,908692311
Northbridge Engineering Ltd,"241 Business Park, City_60, UK",Singapore,Retail & Distribution,General Liability,Howden UK,Property Damage & BI,23-03-2026,2,96808,102647,1379668,0.0744,1213425524
Highland Foods Ltd,"200 Business Park, City_159, UK",United Kingdom,Food Processing,Energy Offshore,Aon UK Ltd,Financial Lines,08-03-2026,0,40154,2106907,13217741,0.1594,325787829
Ironclad Industries Ltd,"165 Business Park, City_20, UK",Singapore,Construction Contractor,Marine Hull,Howden UK,Casualty,20-02-2026,4,4764660,5885916,14186350,0.4149,1289893874
Sterling Engineering Ltd,"247 Business Park, City_25, UK",France,Marine Shipping,Marine Hull,Gallagher London,Marine,13-01-2026,2,5373699,8788024,14566592,0.6033,378702513
BlueWave Capital Partners Ltd,"103 Business Park, City_173, UK",Singapore,Oil & Gas Services,Marine Hull,Howden UK,Marine,28-03-2026,1,8334390,9268121,9814806,0.9443,827925130
Northbridge Logistics Ltd,"89 Business Park, City_81, UK",United Kingdom,Manufacturing,General Liability,BMS Group,Casualty,19-03-2026,3,777807,2309677,11088228,0.2083,157616405
Northbridge Capital Partners Ltd,"15 Business Park, City_93, UK",Germany,Retail & Distribution,Professional Indemnity,BMS Group,Casualty,04-03-2026,5,616991,1011231,2057440,0.4915,529147380
BlueWave Holdings Ltd,"174 Business Park, City_40, UK",Germany,Oil & Gas Services,General Liability,Aon UK Ltd,Casualty,12-01-2026,6,3125533,3166265,8224066,0.385,1099911025
Atlantic Foods Ltd,"237 Business Park, City_128, UK",Netherlands,Financial Advisory,Professional Indemnity,Marsh Ltd,Casualty,10-01-2026,5,1922906,2321215,8161800,0.2844,758959763
Sterling Technologies Ltd,"248 Business Park, City_162, UK",Netherlands,Financial Advisory,Products Liability,Howden UK,Energy,27-03-2026,5,343019,2350930,3578825,0.6569,972191266
Summit Foods Ltd,"62 Business Park, City_54, UK",Netherlands,Oil & Gas Services,General Liability,Marsh Ltd,Property Damage & BI,12-03-2026,4,212218,429127,678462,0.6325,844038600
Greenfield Group PLC,"19 Business Park, City_30, UK",Singapore,Oil & Gas Services,Marine Hull,Gallagher London,Energy,19-01-2026,3,397460,628187,5779092,0.1087,98871801
Redwood Industries Ltd,"172 Business Park, City_123, UK",Singapore,Marine Shipping,General Liability,BMS Group,Property Damage & BI,25-03-2026,4,3225560,6194110,11371600,0.5447,914209479
Everest Engineering Ltd,"204 Business Park, City_102, UK",Singapore,Marine Shipping,General Liability,BMS Group,Casualty,30-01-2026,4,333921,558067,3051214,0.1829,682068807
Highland Shipping Ltd,"16 Business Park, City_85, UK",Netherlands,Retail & Distribution,Products Liability,Aon UK Ltd,Products Liability,06-03-2026,2,3045737,6063763,14513556,0.4178,880720817
Oakridge Logistics Ltd,"33 Business Park, City_5, UK",Netherlands,Oil & Gas Services,Professional Indemnity,Howden UK,Products Liability,07-01-2026,0,107428,1374773,5990300,0.2295,1129208871
Harbour Logistics Ltd,"142 Business Park, City_71, UK",Singapore,Manufacturing,Marine Hull,Lockton Companies,Casualty,29-03-2026,3,302866,635157,4228744,0.1502,1195505906
Everest Energy Services Ltd,"58 Business Park, City_130, UK",United States,Marine Shipping,Industrial All Risks,Aon UK Ltd,Marine,10-02-2026,3,1790794,4340303,4854926,0.894,210146916
